,id,currency,price_display,square_feet,address,cityname,state
1917,5668623480,USD,849,600,25675 Overlook Parkway,San Antonio,TX
1918,5668623180,USD,840,600,3102 Dodge St,Omaha,NE
1919,5668609820,USD,835,600,12906 Brant Rock Dr,Houston,TX
1920,5668610460,USD,830,600,22800 Bulverde Rd,San Antonio,TX
1921,5668625791,USD,830,600,6734 Clayton Avenue,Saint Louis,MO
1922,5668637901,USD,825,600,305 N 6th St,Cheney,WA
1923,5668626432,USD,825,600,1003 Bridge St NW Apartment 3,Grand Rapids,MI
1924,5648114749,USD,825,600,153 Schwitter Avenue,Pittsburgh,PA
1925,5509155593,USD,815,600,,Durham,NC
1926,5664595458,USD,814,600,3551 Forestdale Drive,Burlington,NC
1927,5668635896,USD,810,600,1258 17th Ave NW Suite 4,Rochester,MN
1928,5668639911,USD,809,600,300 N 4th St,Saint Louis,MO
1929,5664571186,USD,800,600,420 East Armour Blvd,Kansas City,MO
1930,5668638476,USD,795,600,1427 Lewis St,Charleston,WV
1931,5668611194,USD,789,600,5050 Schooner Cove Drive,Ypsilanti,MI
1932,5668641600,USD,780,600,1401 S Clyde Morris Boulevard,Daytona Beach,FL
1933,5668615136,USD,775,600,3850 Mountain Vista St,Las Vegas,NV
1934,5668621851,USD,765,600,2000 Westown Parkway #37,West Des Moines,IA
1935,5664567223,USD,755,600,7932 Southside Boulevard,Jacksonville,FL
1936,5668621309,USD,750,600,307 East 19th St,Bloomington,IN
1937,5509256351,USD,750,600,,Oklahoma City,OK
1938,5509248658,USD,750,600,,Pittsburgh,PA
1939,5668621314,USD,740,600,1800 S Huntington Gardens Place,Bloomington,IN
1940,5668640701,USD,740,600,615 Maple St,Big Rapids,MI
1941,5664581942,USD,740,600,527 South Michigan Avenue,Big Rapids,MI
1942,5508975469,USD,735,600,,Dallas,TX
1943,5508971622,USD,735,600,,Dallas,TX
1944,5668621287,USD,725,600,530 N Lincoln St,Bloomington,IN
1945,5668621933,USD,725,600,3162 Main St,Buffalo,NY
1946,5668615291,USD,720,600,1344 Carriage Hill Lane,Hamilton,OH
1947,5668619053,USD,712,600,506 W Elm,Urbana,IL
1948,5668614807,USD,710,600,500 31st St,Des Moines,IA
1949,5509077120,USD,704,600,,Arlington,TX
1950,5668617495,USD,700,600,200 West Dr N,Marshall,MI
1951,5668621352,USD,700,600,507 S Lincoln St,Bloomington,IN
1952,5668642417,USD,700,600,2705 Kavanaugh Road,Ruston,LA
1953,5637630328,USD,700,600,,Lansing,MI
1954,5668617926,USD,699,600,1924 North Villa CT,Essexville,MI
1955,5668640159,USD,699,600,5420 Callaghan Road,San Antonio,TX
1956,5668621363,USD,695,600,415  425 South Grant St,Bloomington,IN
1957,5668632604,USD,695,600,534-542 Park Ave,Omaha,NE
1958,5642309928,USD,690,600,6726 Clayton Avenue 1n,Saint Louis,MO
1959,5508792680,USD,675,600,,Las Vegas,NV
1960,5664592535,USD,650,600,929-935 Main St,Rockford,IL
1961,5668630065,USD,645,600,5939 W Rose Ln,Glendale,AZ
1962,5664594391,USD,645,600,1207 Delaware,Ames,IA
1963,5668615070,USD,639,600,1540 Handball Ln,Indianapolis,IN
1964,5509022223,USD,635,600,,Cincinnati,OH
1965,5668637501,USD,615,600,126 Beedle Dr,Ames,IA
1966,5668622795,USD,605,600,9201 Kanis Rd,Little Rock,AR
1967,5508792172,USD,599,600,,Las Vegas,NV
1968,5508797879,USD,599,600,,Las Vegas,NV
1969,5508797415,USD,599,600,,Las Vegas,NV
1970,5668634777,USD,589,600,5477 E 71st St,Tulsa,OK
1971,5664574984,USD,580,600,17715 Wayforest Drive,Houston,TX
1972,5664570805,USD,575,600,2815 Merriam Ln,Kansas City,KS
1973,5664595284,USD,550,600,1127 South Linn St,Boone,IA
1974,5668276032,USD,550,600,1155 W McNichols Road 104,Highland Park,MI
1975,5668619105,USD,539,600,701 Hollycrest Drive,Champaign,IL
1976,5668619679,USD,509,600,900 David CT,Elizabethtown,KY
1977,5668638562,USD,500,600,2828 E Grimes St,Harlingen,TX
1978,5509102645,USD,500,600,,Dayton,OH
1979,5668625734,USD,495,600,3009 Pennsylvania Avenue,Saint Louis,MO
1980,5668633689,USD,495,600,600 Maple St,Minot,ND
1981,5659904072,USD,450,600,906.5 S High,El Dorado,KS
1982,5653557568,USD,1474,601,9201 Golden Valley Rd,Golden Valley,MN
1983,5668630273,USD,1285,601,4930 S Congress Avenue,Austin,TX
1984,5668629370,USD,1250,601,5010 South Congress Avenue,Austin,TX
1985,5509209820,USD,860,601,,Euless,TX
1986,5668624133,USD,2835,602,201  222 South Huntington Avenue,Boston,MA
1987,5509080620,USD,1305,602,,Cherry Hill,NJ
1988,5509174956,USD,1110,602,,Oaklyn,NJ
1989,5668631822,USD,905,602,12113 Metric Boulevard,Austin,TX
1990,5668609590,USD,780,602,8282 Cambridge,Houston,TX
1991,5664579983,USD,605,602,510 N 20th St,Milwaukee,WI
1992,5668611646,USD,2250,603,245 West Broadway,Long Beach,CA
1993,5668626679,USD,2000,603,530 W Olympic Place Unit 103,Seattle,WA
1994,5508822392,USD,1450,603,,Greenbelt,MD
1995,5668620271,USD,1299,603,308 S 9th St,Columbia,MO
1996,5668623032,USD,1200,603,333 Laurel St,Baton Rouge,LA
1997,5668636433,USD,1150,603,545 E Kellogg Rd,Bellingham,WA
1998,5668629602,USD,1130,603,383 Rocky Ridge Trail,Austin,TX
1999,5668630228,USD,1085,603,16021 Biltmore Avenue,Austin,TX
2000,5668611446,USD,1075,603,999 Scenic Hill Drive,Fort Worth,TX
2001,5668609510,USD,915,603,1414 S Dairy Ashford Rd,Houston,TX
2002,5664598086,USD,860,603,Galewood Gardens 9010 Galewood Dr,Austin,TX
2003,5664596798,USD,750,603,2405 Crescent Dr,Cedar Falls,IA
2004,5668636619,USD,2000,604,1641 Nagle Place,Seattle,WA
2005,5668626173,USD,1720,604,4801 Rainier Avenue S,Seattle,WA
2006,5664592222,USD,1409,604,11121 Alterra Parkway,Austin,TX
2007,5668638442,USD,1005,604,2633 55th St S,Fargo,ND
2008,5664594514,USD,950,604,936 21st Ave East,Tuscaloosa,AL
2009,5668632008,USD,890,604,8220 Research Boulevard,Austin,TX
2010,5668635068,USD,1449,605,2836 NE Killingsworth St,Portland,OR
2011,5668638684,USD,1395,605,1100  1120 SE Sherman St,Portland,OR
2012,5668616517,USD,1094,605,1495 Farnham Point,Colorado Springs,CO
2013,5668637846,USD,1050,605,230  234 SW 7th St,Bentonville,AR
2014,5668633408,USD,965,605,14820 Piper Ln,Grand Haven,MI
2015,5668615192,USD,675,605,13615 White Avenue,Grandview,MO
2016,5668620989,USD,557,605,2015 West University St,Springfield,MO
2017,5668627844,USD,1730,606,1309 Main St Apartment 606,Dallas,TX
2018,5668611917,USD,1530,606,1600 South Eads St,Arlington,VA
2019,5668223650,USD,1530,606,,Arlington,VA
2020,5668638966,USD,1295,606,6195 N Minnesota Avenue,Portland,OR
2021,5668614629,USD,895,606,2237 E 56th Avenue,Anchorage,AK
2022,5668639609,USD,1300,607,1004 N Thompson St,Richmond,VA
2023,5668630532,USD,1149,607,2810 Babcock Road,San Antonio,TX
2024,5664568248,USD,959,607,1650 River Rd,San Marcos,TX
2025,5653573678,USD,675,607,801 Chinquapin Road,Columbia,SC
2026,5668631765,USD,1176,608,8000 US 290 West,Austin,TX
2027,5664594479,USD,975,608,,Austin,TX
2028,5668628284,USD,877,608,1225 Town Center Dr,Pflugerville,TX
2029,5664578707,USD,800,608,5174 N Lovers Ln Road,Milwaukee,WI
2030,5668616165,USD,775,608,5634 W Oklahoma Avenue,Milwaukee,WI
2031,5664583530,USD,575,608,7504 S Country Club Drive,Oklahoma City,OK
2032,5668624085,USD,4195,609,65 Buena Vista Ave East,San Francisco,CA
2033,5509028457,USD,1860,609,,Bellevue,WA
2034,5668617110,USD,1500,609,600 Willard St,Durham,NC
2035,5668611549,USD,1355,609,4200 Scotland St,Houston,TX
2036,5668615985,USD,1135,609,7600-7700 Sunwood Drive NW,Ramsey,MN
2037,5668625088,USD,1045,609,8502 Old Sauk Rd,Madison,WI
2038,5668616783,USD,970,609,325 South Orchard Dr,North Salt Lake,UT
2039,5664570424,USD,2000,610,36000 Fremont Boulevard,Fremont,CA
2040,5664570433,USD,1870,610,1700 Paseo Laguna Seco,Livermore,CA
2041,5509136540,USD,1808,610,,Long Beach,CA
2042,5668632827,USD,1745,610,600 S Fernwood St,West Covina,CA
2043,5668632555,USD,1150,610,10101 West Parmer Ln,Austin,TX
2044,5648771364,USD,1000,610,319 S B St 4,Lake Worth,FL
2045,5668612319,USD,975,610,4000 West Illinois Ave,Midland,TX
2046,5509098921,USD,966,610,,Raleigh,NC
2047,5668629302,USD,930,610,3703 Harmon Avenue,Austin,TX
2048,5509066194,USD,805,610,,Colorado Springs,CO
2049,5509193484,USD,745,610,,Euless,TX
2050,5668618153,USD,685,610,453 S 9th St,Lafayette,IN
2051,5660638000,USD,665,610,,Sidney,OH
2052,5508800439,USD,650,610,,Greensboro,NC
2053,5668618062,USD,550,610,1708 Main St,Lafayette,IN
2054,5508769817,USD,2700,611,,Charlestown,MA
2055,5668614297,USD,2060,611,5105 S Harper Ave,Chicago,IL
2056,5668631652,USD,1299,611,11400 Domain Dr Suite 115,Austin,TX
2057,5668613646,USD,1089,611,1700 Northside Dr NW,Atlanta,GA
2058,5668630702,USD,1049,611,4021 Steck Avenue,Austin,TX
2059,5668634938,USD,880,611,2655 S 34th St,Grand Forks,ND
2060,5664569524,USD,878,611,1526 Cable Ranch Road,San Antonio,TX
2061,5664596535,USD,825,611,4835 38th St South,Fargo,ND
2062,5668614623,USD,790,611,201 East 16th Avenue,Anchorage,AK
2063,5668624963,USD,551,611,744 North Negley Ave,Pittsburgh,PA
2064,5668627472,USD,1735,612,507 Pressler St,Austin,TX
2065,5668632546,USD,1726,612,4616 Triangle Avenue,Austin,TX
2066,5668630308,USD,1686,612,1704 E 5th St,Austin,TX
2067,5509047793,USD,1369,612,,Milford,NH
2068,5664576951,USD,1235,612,171 S Fair Oaks,Madison,WI
2069,5664569209,USD,1097,612,5039 Hamilton Wolfe,San Antonio,TX
2070,5668616412,USD,1070,612,639 N Pleasant View Road,Madison,WI
2071,5664569184,USD,1039,612,327 W Sunset Road,San Antonio,TX
2072,5668614869,USD,980,612,30 North Orange St,Salt Lake City,UT
2073,5668624619,USD,649,612,6200 Gulfton St,Houston,TX
2074,5509012144,USD,520,612,,Texarkana,TX
2075,5664572487,USD,3395,613,950 Franklin St,San Francisco,CA
2076,5509259849,USD,2187,613,,Pasadena,CA
2077,5668627418,USD,2100,613,2131 Ashley Court,Sterling Heights,MI
2078,5668611970,USD,2096,613,321 N Orange St,Glendale,CA
2079,5668613983,USD,1924,613,1855 Saint Francis St,Reston,VA
2080,5668615690,USD,1700,613,1780 W Lincoln Avenue,Anaheim,CA
2081,5668613494,USD,1499,613,227 South Armenia Avenue,Tampa,FL
2082,5668625451,USD,1200,613,844 N 6th St,Philadelphia,PA
2083,5668610984,USD,1200,613,3100 Post Oak Boulevard,Houston,TX
2084,5668627992,USD,965,613,5415 N Foster Road,San Antonio,TX
2085,5664571766,USD,895,613,34350 Ryan Rd,Sterling Heights,MI
2086,5668610498,USD,853,613,12803 West Ave,San Antonio,TX
2087,5664571762,USD,853,613,45600 Oak Hill Boulevard,Shelby Township,MI
2088,5668631873,USD,3486,614,321 Fremont St,San Francisco,CA
2089,5509177446,USD,2287,614,,Jersey City,NJ
2090,5509147518,USD,1965,614,,Long Beach,CA
2091,5509147412,USD,1940,614,,Long Beach,CA
2092,5668637258,USD,1815,614,901 S Ashland Avenue,Chicago,IL
2093,5664596365,USD,1295,614,701 2nd Avenue,Salt Lake City,UT
2094,5668609608,USD,1065,614,3720 West Alabama,Houston,TX
2095,5668619076,USD,899,614,708 6th St,Champaign,IL
2096,5664575011,USD,590,614,850 Harvest Time Lane,Houston,TX
2097,5508944655,USD,1649,615,,Derwood,MD
2098,5633599973,USD,1350,615,2107 Arnold Way,Alpine,CA
2099,5668634287,USD,1295,615,6105 SE Cora St,Portland,OR
2100,5668623516,USD,1236,615,6215 Via Lane Cantera,San Antonio,TX
2102,5668629745,USD,975,615,24625 Wilderness Oak,San Antonio,TX
2103,5668621345,USD,950,615,3321 S Cheekwood Lane,Bloomington,IN
2104,5664570980,USD,695,615,4148 Booth Place,Kansas City,MO
2105,5668635638,USD,595,615,1830 E Johnson #19,Jonesboro,AR
2106,5668623765,USD,575,615,1024 Calvin St,Kansas City,KS
2107,5668638557,USD,535,615,401 E Grimes St,Harlingen,TX
2108,5668633174,USD,1451,616,3809 S Congress,Austin,TX
2109,5509024923,USD,1235,616,,Silver Spring,MD
2110,5509067393,USD,1225,616,,Whittier,CA
2111,5668624545,USD,1219,616,6700 Belcrest Rd,Hyattsville,MD
2112,5508843386,USD,1110,616,,Dallas,TX
2113,5668625536,USD,1025,616,4320 North Towne Court,Windsor,WI
2114,5668623892,USD,778,616,721 East Armour Boulevard,Kansas City,MO
2115,5509132455,USD,1935,617,,Kirkland,WA
2116,5668611416,USD,1365,617,330 East Roosevelt St,Phoenix,AZ
2117,5509071330,USD,1239,617,,Manchester,NH
2118,5668619665,USD,635,617,2443 Hurt Dr,Rocky Mount,NC
2119,5668623268,USD,1325,618,64 Beacon St,Worcester,MA
2120,5668609239,USD,1109,618,7171 Buffalo Speedway,Houston,TX
2121,5509118810,USD,970,618,,Arlington,TX
2122,5668617631,USD,830,618,13030 Audelia Rd,Dallas,TX
2123,5508783221,USD,635,618,,Greensboro,NC
2124,5668616671,USD,595,618,7730 E Broadway,Tucson,AZ
2125,5668613666,USD,1680,619,310 Granello Avenue,Coral Gables,FL
2126,5668632672,USD,1345,619,3485 Promenade Ave,Eagan,MN
2127,5664568474,USD,1040,619,30 E Corry,Cincinnati,OH
2128,5668621213,USD,1000,619,707 South Dubuque St,Iowa City,IA
2129,5668635003,USD,820,619,1300-1302 Quiniela Dr,North Sioux City,SD
2130,5668610393,USD,810,619,11146 Vance Jackson Road,San Antonio,TX
2131,5668635062,USD,680,619,950-970 N Cliff Avenue,Sioux Falls,SD
2132,5509024930,USD,1995,620,,Millburn,NJ
2133,5668633563,USD,1850,620,1334 Las Palmas Avenue,Los Angeles,CA
2134,5664574435,USD,1650,620,2411 41st Avenue E,Seattle,WA
2135,5668628046,USD,1595,620,1357 Ridge Avenue  201,Philadelphia,PA
2136,5509089725,USD,1495,620,,Norwalk,CA
2137,5509211891,USD,1360,620,,Renton,WA
2138,5664572405,USD,1289,620,859 Lakeview Ave,Lowell,MA
2139,5664579038,USD,1275,620,,Saint Paul,MN
2140,5668630647,USD,1269,620,2704 French Place,Austin,TX
2141,5668630252,USD,1225,620,3622 Manchaca,Austin,TX
2142,5668619626,USD,1212,620,1105 East Ponderosa Pkwy.,Flagstaff,AZ
2143,5668638415,USD,1195,620,3819 Southway Drive,Austin,TX
2144,5664597528,USD,1145,620,236 South Second St,,
2145,5509117411,USD,1105,620,,Hampton,NH
2146,5664568413,USD,1085,620,2906 Vine,Cincinnati,OH
2147,5668621357,USD,1055,620,1100 N Walnut St,Bloomington,IN
2148,5668623834,USD,925,620,1004 Baltimore,Kansas City,MO
2149,5668631617,USD,925,620,1801 Palm Valley Boulevard,Round Rock,TX
2150,5668623698,USD,915,620,250 South Stagecoach Trail,San Marcos,TX
2151,5668630989,USD,899,620,404-406 E 30th St,Austin,TX
2152,5668633851,USD,899,620,430 East 2nd Ave,Salt Lake City,UT
2153,5664592687,USD,899,620,,Canyon Lake,TX
2154,5668641440,USD,875,620,1800 Patton Ln,Austin,TX
2155,5668618206,USD,875,620,435 N Grant St,West Lafayette,IN
2156,5668632054,USD,859,620,515 Palm Valley Boulevard,Round Rock,TX
2157,5508671891,USD,851,620,,Richmond,VA
2158,5509068391,USD,840,620,,Arlington,TX
2159,5664594835,USD,825,620,316 E Bank St,Petersburg,VA
2160,5660300015,USD,799,620,3201 Garth Road,Baytown,TX
2161,5668614438,USD,780,620,3314 Wickslow Road,Wilmington,NC
2162,5668632766,USD,767,620,9645 North 11th Avenue,Phoenix,AZ
2163,5659276184,USD,750,620,411 N Parker St,Warsaw,IN
2164,5664570744,USD,600,620,12407 E 43rd St S,Independence,MO
2165,5664594577,USD,2150,621,2456 20th St NW Unit 108,Washington,DC
2166,5668632270,USD,1690,621,300 S Lamar,Austin,TX
2167,5668631961,USD,1050,621,12638 Ridgeline Boulevard,Austin,TX
2168,5668611349,USD,900,621,2529 West Cactus Road,Phoenix,AZ
2169,5668642242,USD,900,621,2628 E 8th St,Tulsa,OK
2170,5668634079,USD,825,621,104 W Sunnyside Way,Troy,NY
2171,5509154938,USD,824,621,,Raleigh,NC
2172,5668611454,USD,2624,622,1501 Berryessa Rd,San Jose,CA
2173,5668611760,USD,2145,622,150 Rivers Edge Drive,Medford,MA
2174,5668611066,USD,2000,622,55 Concord St,Framingham,MA
2175,5509195483,USD,1460,622,,Odenton,MD
2176,5659895837,USD,1417,622,5326 5336 S Greenwood Ave,Chicago,IL
2177,5668613714,USD,1235,622,14101 Kristin CT,Woodbridge,VA
2178,5508759978,USD,1148,622,,Mount Rainier,MD
2179,5668610299,USD,1115,622,5830 Memorial Hwy,Tampa,FL
2180,5668622530,USD,884,622,2210 Rogers Rd,San Antonio,TX
2181,5664569175,USD,802,622,9603 Bandera Road,San Antonio,TX
2182,5668624667,USD,759,622,2900 W Baker Rd,Baytown,TX
2183,5668629664,USD,739,622,13150 Wenonah Avenue SE,Albuquerque,NM
2184,5668619011,USD,680,622,3215 Milstead Dr,Toledo,OH
2185,5668629629,USD,1970,623,214 Barton Springs Rd,Austin,TX
2186,5668614205,USD,1335,623,2525 Carlisle St,Dallas,TX
2187,5668619361,USD,1294,623,4455 SW 34th St,Gainesville,FL
2188,5664597680,USD,1275,623,4325 NE Halsey St,Portland,OR
2189,5668619295,USD,1240,623,309 NE Fairgrounds Rd,Bremerton,WA
2190,5668614853,USD,1235,623,9403 Cadmium View,Colorado Springs,CO
2191,5668632486,USD,1145,623,3300 Wells Branch Parkway,Austin,TX
2192,5509110504,USD,1139,623,,Colorado Springs,CO
2193,5664573944,USD,914,623,1175 Pinellas Point Dr South,Saint Petersburg,FL
2194,5668614814,USD,810,623,500 NE Horizon Dr,Waukee,IA
2195,5664576409,USD,605,623,7202 Susquehanna St,Pittsburgh,PA
2196,5537318782,USD,2281,624,298 W Chanslor Avenue,Richmond,CA
2197,5668615402,USD,1360,624,17701 SE Mill Plain Boulevard,Vancouver,WA
2198,5508678656,USD,1240,624,,Lakewood,CO
2199,5668617124,USD,1239,624,6310 Ansley Falls Drive,Charlotte,NC
2200,5668632342,USD,1099,624,8100 W Anderson Mill Rd,Austin,TX
2201,5664594886,USD,1040,624,212 N Morton St,Bloomington,IN
2202,5668630620,USD,1035,624,4306 N Quinlan Park Rd,Austin,TX
2203,5668610001,USD,1029,624,1980 Pauline Boulevard,Ann Arbor,MI
2204,5668611488,USD,1009,624,2960 Birch Hollow Drive,Ann Arbor,MI
2205,5668639374,USD,975,624,4805 Marquette NE,Albuquerque,NM
2206,5508675723,USD,975,624,,Henrico,VA
2207,5668643115,USD,675,624,1928 Colgrove Office 115,Kalamazoo,MI
2208,5654426641,USD,580,624,,Florence,KY
2209,5668642961,USD,2195,625,1941 California St,Mountain View,CA
2210,5664573154,USD,1933,625,3478 Lakeside Dr NE,Atlanta,GA
2211,5664579300,USD,1675,625,285 Mill Rd,,
2212,5659918379,USD,1595,625,3630 22nd Avenue W,Seattle,WA
2213,5668624531,USD,1550,625,6711 NE 182nd St,Kenmore,WA
2214,5509153860,USD,1495,625,,Maple Valley,WA
2215,5668639521,USD,1450,625,4360 Campus Avenue,San Diego,CA
2216,5509158317,USD,1445,625,,Maple Valley,WA
2217,5668613679,USD,1430,625,10605 Hammocks Blvd,Miami,FL
2218,5668628008,USD,1403,625,2800 Barton Bluff Lane,Austin,TX
2219,5668628524,USD,1375,625,6100-6118 N Winthrop Avenue 1058-1114 W Glenlake Avenue,Chicago,IL
2220,5668630663,USD,1275,625,6500 Manchaca Road,Austin,TX
2221,5668619289,USD,1185,625,1014 Parkside Dr,Bremerton,WA
2222,5668613672,USD,1179,625,7840 NW 3rd St Suite 100,Pembroke Pines,FL
2223,5668630270,USD,1154,625,8301 S Interstate 35,Austin,TX
2224,5668630265,USD,1120,625,8001 S Interstate 35,Austin,TX
2225,5661066343,USD,1100,625,,Pompano Beach,FL
2226,5668628836,USD,1099,625,1176 Rose Marie Ln,Stockton,CA
2227,5668638570,USD,1075,625,1504  1508 21st Place,Forest Grove,OR
2228,5668615064,USD,1047,625,1200 Estancia Parkway,Austin,TX
2229,5668631613,USD,1039,625,2211 W North Loop Boulevard,Austin,TX
2230,5668637069,USD,1024,625,8003 S Interstate 35 Apartment 28140,Austin,TX
2231,5664570368,USD,1009,625,4700 Cromwell Dr,Kyle,TX
2232,5668616947,USD,1000,625,1532 S Price Road Lp,Tempe,AZ
2233,5668630753,USD,999,625,2450 Roosevelt Avenue,San Antonio,TX
2234,5668627548,USD,955,625,14000 The Lakes Boulevard,Pflugerville,TX
2235,5668632746,USD,955,625,1701 Oak Hill Ln,Austin,TX
2236,5648143510,USD,950,625,3870 Tulsa Way,Fort Worth,TX
2237,5668622224,USD,949,625,2915 Sharer Rd,Tallahassee,FL
2238,5668632955,USD,795,625,3009 Harney St,Omaha,NE
2239,5668621269,USD,710,625,510 North Lincoln St,Bloomington,IN
2240,5668615314,USD,709,625,3705 Woodford Road,Cincinnati,OH
2241,5668609328,USD,690,625,3711 Southmore,Houston,TX
2242,5668275359,USD,630,625,1624 Jennifer Road,Lexington,KY
2243,5664570823,USD,425,625,6421 Manchester Ave,Kansas City,MO
2244,5668630284,USD,1592,626,3701 S Lamar Boulevard,Austin,TX
2245,5668637952,USD,1334,626,2201 N Australian Avenue,West Palm Beach,FL
2246,5668631606,USD,1145,626,10801 Old Manchaca Road,Austin,TX
2247,5664568229,USD,930,626,1518 Old Ranch Rd 12,San Marcos,TX
2248,5668615404,USD,1375,627,3425 SE Gladstone St,Portland,OR
2249,5668637328,USD,1245,627,300 Martin Luther King Jr Dr SE,Atlanta,GA
2250,5648139511,USD,1050,627,5454 Devils Glen Rd,Bettendorf,IA
2251,5664594943,USD,1001,627,3501 Ranch Rd 620 S,Austin,TX
2252,5668611527,USD,941,627,9901 Langs Road,Baltimore,MD
2253,5668632338,USD,916,627,3701 Quick Hill Road,Austin,TX
2254,5668609745,USD,799,627,5050 Yale St,Houston,TX
2255,5508687631,USD,499,627,,Leesville,LA
2256,5668609703,USD,1790,628,2455 Dunstan Road,Houston,TX
2257,5668225699,USD,1568,628,,Arlington,VA
2258,5659898866,USD,1495,628,4850 Drexel Blvd,Chicago,IL
2259,5508871659,USD,1376,628,,Elmwood Park,NJ
2260,5668609734,USD,1060,628,875 North Eldridge,Houston,TX
2261,5664570363,USD,1031,628,5020 Cromwell Dr,Kyle,TX
2262,5668616295,USD,1000,628,10459 W College Avenue,Hales Corners,WI
2263,5508668444,USD,979,628,,Richmond,VA
2264,5664569709,USD,925,628,7601 Gateway Boulevard,Live Oak,TX
2265,5668616754,USD,835,628,1970 W Old Magee Trail,Tucson,AZ
2266,5668630020,USD,3851,629,325 Octavia St,San Francisco,CA
2267,5668612094,USD,2695,629,1410 Columbia Rd,Boston,MA
2268,5668631906,USD,1595,629,4646 Mueller Boulevard,Austin,TX
2269,5668612922,USD,1490,629,3390 Country Village Rd,Riverside,CA
2270,5668633074,USD,1260,629,10300 Jollyville,Austin,TX
2271,5668632243,USD,1145,629,8800 S 1st St,Austin,TX
2272,5664570350,USD,1030,629,200 Goforth Rd,Kyle,TX
2273,5664569360,USD,1019,629,7727 Potranco Road,San Antonio,TX
2274,5664571327,USD,815,629,1141 Arlington Place,Blue Springs,MO
2276,5664596815,USD,1650,630,3373 Armada Dr,Ventura,CA
2277,5668226855,USD,1623,630,,Silver Spring,MD
2278,5509244939,USD,1607,630,,Renton,WA
2279,5508890617,USD,1550,630,,Randolph,MA
2280,5668631199,USD,1510,630,180 Canyon Dr,Oceanside,CA
2281,5668629493,USD,1326,630,5615 Hempstead Road,Pittsburgh,PA
2282,5668617463,USD,1308,630,18 South Kingshighway,Saint Louis,MO
2283,5668609199,USD,1299,630,2303 Louisiana St,Houston,TX
2284,5668614867,USD,1263,630,7755 Kaleb Grove,Colorado Springs,CO
2285,5668614292,USD,1213,630,1440 1450 East 52nd St,Chicago,IL
2286,5664566712,USD,1200,630,2350 Westcreek Ln,Houston,TX
2287,5508863385,USD,1180,630,,Denver,CO
2288,5508866806,USD,1160,630,,Denver,CO
2289,5508862517,USD,1135,630,,Denver,CO
2290,5509196928,USD,1121,630,,Homestead,PA
2291,5668633193,USD,1100,630,10601 Manchaca Rd,Austin,TX
2292,5509106614,USD,1065,630,,Colorado Springs,CO
2293,5509263323,USD,1045,630,,Norwich,CT
2294,5668611608,USD,1039,630,17038 Bulverde Road,San Antonio,TX
2295,5668620028,USD,1000,630,1404 Main St,Cedar Falls,IA
2296,5668633153,USD,990,630,13145 N US Highway 183,Austin,TX
2297,5509195820,USD,988,630,,Homestead,PA
2298,5508955031,USD,933,630,,Dallas,TX
2299,5664594955,USD,920,630,186a And Pond Springs,Austin,TX
2300,5668635928,USD,875,630,1121 East 500 South,Salt Lake City,UT
2301,5668629144,USD,860,630,320 N Neville St,Pittsburgh,PA
2302,5668614558,USD,860,630,218 McMarrey St,Anchorage,AK
2303,5668616976,USD,829,630,3601 S Fielder's Glen Drive,Arlington,TX
2304,5668632381,USD,825,630,10707 Lake Creek Parkway,Austin,TX
2305,5668619245,USD,805,630,900 E 14th St,Sioux Falls,SD
2306,5668613547,USD,799,630,2600 Miccosukee Road,Tallahassee,FL
2307,5509263784,USD,785,630,,Pittsburgh,PA
2308,5508833919,USD,715,630,,Broadview Heights,OH
2309,5659918727,USD,680,630,2803 Woodbury Drive,San Antonio,TX
2310,5664568324,USD,650,630,1550 W Royalton Rd,Broadview Heights,OH
2311,5508783832,USD,650,630,,Greensboro,NC
2312,5659899175,USD,625,630,150 Alameda Rd,Butler,PA
2313,5508833468,USD,593,630,,Bedford Heights,OH
2314,5509249161,USD,2460,631,,Pasadena,CA
2315,5509256865,USD,2375,631,,Pasadena,CA
2316,5509256811,USD,2325,631,,Pasadena,CA
2317,5664577847,USD,1649,631,5454 South Shore Dr,Chicago,IL
2318,5664579076,USD,1365,631,5411 5421 S Ellis Ave,Chicago,IL
2319,5668614407,USD,1085,631,3815 N Pearl St,Tacoma,WA
2320,5668609764,USD,804,631,7315 Brompton St,Houston,TX
2321,5664572315,USD,4295,632,1668 Washington St,San Francisco,CA
2322,5668224792,USD,2175,632,,Washington,DC
2323,5668611957,USD,1795,632,737 Chicago Avenue,Evanston,IL
2324,5668611095,USD,1575,632,1055 N Anchor Way,Portland,OR
2325,5668632434,USD,1553,632,1900 Simond Ave,Austin,TX
2326,5668620418,USD,1425,632,280 River Rd,Piscataway,NJ
2327,5668630981,USD,1270,632,7880 US 290 Highway W,Austin,TX
2328,5668639518,USD,995,632,2323 East Main St,Richmond,VA
2329,5668624117,USD,3995,633,1819 Golden Gate Ave,San Francisco,CA
2330,5668611889,USD,1380,633,2717 Howell St,Dallas,TX
2331,5509116540,USD,1135,633,,Colorado Springs,CO
2332,5668635250,USD,1018,633,805 W Brown St,Tempe,AZ
2333,5664566521,USD,885,633,4200 Cypress Creek Parkway,Houston,TX
2334,5668611483,USD,2715,634,6200 Hollywood Blvd,Los Angeles,CA
2335,5668637683,USD,1796,634,3102 Belwood St,Nashville,TN
2336,5668635781,USD,1695,634,6401 20th Avenue NW,Seattle,WA
